,station,network,channel,location,rate,start_time,end_time,latitude,longitude,elevation,depth,dip,azimuth
1536,GCPN,NC,HJ2,06,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,47.0
1537,GCPN,NC,HJ2,07,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,47.0
1538,GCPN,NC,HJ2,08,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,47.0
1539,GCPN,NC,HJ2,09,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,47.0
1540,GCPN,NC,HJ2,10,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,47.0
1541,GCPN,NC,HJ3,01,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,137.0
1542,GCPN,NC,HJ3,02,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,137.0
1543,GCPN,NC,HJ3,03,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,137.0
1544,GCPN,NC,HJ3,04,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,137.0
1545,GCPN,NC,HJ3,05,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,137.0
1546,GCPN,NC,HJ3,06,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,137.0
1547,GCPN,NC,HJ3,07,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,137.0
1548,GCPN,NC,HJ3,08,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,137.0
1549,GCPN,NC,HJ3,09,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,137.0
1550,GCPN,NC,HJ3,10,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,137.0
1551,GCPN,NC,HJZ,01,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1552,GCPN,NC,HJZ,02,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1553,GCPN,NC,HJZ,03,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1554,GCPN,NC,HJZ,04,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1555,GCPN,NC,HJZ,05,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1556,GCPN,NC,HJZ,06,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1557,GCPN,NC,HJZ,07,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1558,GCPN,NC,HJZ,08,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1559,GCPN,NC,HJZ,09,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1560,GCPN,NC,HJZ,10,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1561,GCPN,NC,HJZ,11,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1562,GCPN,NC,HJZ,12,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1563,GCPN,NC,HN2,00,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,317.0
1564,GCPN,NC,HN3,00,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,0.0,47.0
1565,GCPN,NC,HNZ,00,200.0,"2012/05/03,22:00:00","2013/02/26,23:59:00",38.77712,-122.74473,832.0,0.0,-90.0,0.0
1566,GCR,NC,EHZ,01,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.77383,-122.7165,693.0,0.0,-90.0,0.0
1567,GCR,NC,EHZ,01,100.0,"1987/05/01,00:00:00","1988/04/14,23:55:00",38.77383,-122.7165,693.0,0.0,-90.0,0.0
1568,GCR,NC,EHZ,02,100.0,"1988/04/14,23:55:00","2019/06/12,17:44:00",38.77327,-122.71724,693.0,0.0,-90.0,0.0
1569,GCR,NC,SHZ,02,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",38.77327,-122.71724,693.0,0.0,-90.0,0.0
1570,GCS,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/04/01,22:30:00",39.02284,-123.52116,790.0,0.0,-90.0,0.0
1571,GCS,NC,EHZ,--,100.0,"1987/04/01,22:30:00","1987/05/01,00:00:00",39.02284,-123.52116,790.0,0.0,-90.0,0.0
1572,GCS,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1989/07/11,19:00:00",39.02284,-123.52116,790.0,0.0,-90.0,0.0
1573,GCV,NC,EHZ,01,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.769,-123.01483,125.0,0.0,-90.0,0.0
1574,GCV,NC,EHZ,01,100.0,"1987/05/01,00:00:00","1988/03/17,19:00:00",38.769,-123.01483,125.0,0.0,-90.0,0.0
1575,GCV,NC,EHZ,02,100.0,"1988/03/17,19:00:00","1993/04/16,22:00:00",38.76937,-123.01488,125.0,0.0,-90.0,0.0
1576,GCV,NC,EHZ,02,100.0,"1993/04/16,22:00:00","1993/04/30,22:00:00",38.76937,-123.01488,125.0,0.0,-90.0,0.0
1577,GCV,NC,EHZ,02,100.0,"1993/04/30,22:00:00","2004/09/29,16:30:00",38.76937,-123.01488,125.0,0.0,-90.0,0.0
1578,GCV,NC,SHZ,02,20.0,"1994/11/28,00:00:00","2004/09/29,16:30:00",38.76937,-123.01488,125.0,0.0,-90.0,0.0
1579,GCVB,NC,EHZ,--,100.0,"2004/08/17,19:00:00","3000/01/01,00:00:00",38.76927,-123.01487,151.0,0.0,-90.0,0.0
1580,GCVB,NC,HNE,--,100.0,"2004/08/17,19:00:00","3000/01/01,00:00:00",38.76927,-123.01487,151.0,0.0,0.0,90.0
1581,GCVB,NC,HNN,--,100.0,"2004/08/17,19:00:00","3000/01/01,00:00:00",38.76927,-123.01487,151.0,0.0,0.0,0.0
1582,GCVB,NC,HNZ,--,100.0,"2004/08/17,19:00:00","3000/01/01,00:00:00",38.76927,-123.01487,151.0,0.0,-90.0,0.0
1583,GCVB,NC,SHZ,--,20.0,"2004/08/17,19:00:00","2006/01/24,18:00:00",38.76927,-123.01487,151.0,0.0,-90.0,0.0
1584,GCW,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",39.13081,-123.07706,1050.0,0.0,-90.0,0.0
1585,GCW,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1998/04/22,21:00:00",39.13081,-123.07706,1050.0,0.0,-90.0,0.0
1586,GCW,NC,EHZ,--,100.0,"1998/04/22,21:00:00","2012/05/08,00:00:00",39.13081,-123.07706,1050.0,0.0,-90.0,0.0
1587,GCW,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1998/04/22,21:00:00",39.13081,-123.07706,1050.0,0.0,-90.0,0.0
1588,GCW,NC,SHZ,--,20.0,"1998/04/22,21:00:00","2006/01/24,18:00:00",39.13081,-123.07706,1050.0,0.0,-90.0,0.0
1589,GDC,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.76778,-123.23955,736.0,0.0,-90.0,0.0
1590,GDC,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2019/11/06,00:08:00",38.76778,-123.23955,736.0,0.0,-90.0,0.0
1591,GDC,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",38.76778,-123.23955,736.0,0.0,-90.0,0.0
1592,GDCB,NC,ACE,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1593,GDCB,NC,EHZ,01,100.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,-90.0,0.0
1594,GDCB,NC,GAN,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1595,GDCB,NC,GEL,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1596,GDCB,NC,GLA,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1597,GDCB,NC,GLO,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1598,GDCB,NC,GNS,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1599,GDCB,NC,GPL,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1600,GDCB,NC,HNE,01,100.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,90.0
1601,GDCB,NC,HNN,01,100.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1602,GDCB,NC,HNZ,01,100.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,-90.0,0.0
1603,GDCB,NC,LCE,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1604,GDCB,NC,LCQ,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1605,GDCB,NC,VCO,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1606,GDCB,NC,VDT,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1607,GDCB,NC,VEC,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1608,GDCB,NC,VEI,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1609,GDCB,NC,VPB,01,1.0,"2020/03/13,00:00:00","3000/01/01,00:00:00",38.76746,-123.23972,773.0,0.0,0.0,0.0
1610,GDX,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.80777,-122.79474,910.0,0.0,-90.0,0.0
1611,GDX,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2006/05/24,22:00:00",38.80777,-122.79474,910.0,0.0,-90.0,0.0
1612,GDX,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",38.80777,-122.79474,910.0,0.0,-90.0,0.0
1613,GDXB,NC,HHE,--,100.0,"2006/05/23,00:00:00","2019/02/22,00:00:00",38.80797,-122.7953,939.0,0.0,0.0,90.0
1614,GDXB,NC,HHE,--,100.0,"2019/02/22,00:00:00","3000/01/01,00:00:00",38.80797,-122.7953,939.0,0.0,0.0,90.0
1615,GDXB,NC,HHN,--,100.0,"2006/05/23,00:00:00","2019/02/22,00:00:00",38.80797,-122.7953,939.0,0.0,0.0,0.0
1616,GDXB,NC,HHN,--,100.0,"2019/02/22,00:00:00","3000/01/01,00:00:00",38.80797,-122.7953,939.0,0.0,0.0,0.0
1617,GDXB,NC,HHZ,--,100.0,"2006/05/23,00:00:00","2019/02/22,00:00:00",38.80797,-122.7953,939.0,0.0,-90.0,0.0
1618,GDXB,NC,HHZ,--,100.0,"2019/02/22,00:00:00","3000/01/01,00:00:00",38.80797,-122.7953,939.0,0.0,-90.0,0.0
1619,GDXB,NC,HNE,--,100.0,"2006/05/23,00:00:00","2019/02/22,00:00:00",38.80797,-122.7953,939.0,0.0,0.0,90.0
1620,GDXB,NC,HNE,--,100.0,"2019/02/22,00:00:00","3000/01/01,00:00:00",38.80797,-122.7953,939.0,0.0,0.0,90.0
1621,GDXB,NC,HNN,--,100.0,"2006/05/23,00:00:00","2019/02/22,00:00:00",38.80797,-122.7953,939.0,0.0,0.0,0.0
1622,GDXB,NC,HNN,--,100.0,"2019/02/22,00:00:00","3000/01/01,00:00:00",38.80797,-122.7953,939.0,0.0,0.0,0.0
1623,GDXB,NC,HNZ,--,100.0,"2006/05/23,00:00:00","2019/02/22,00:00:00",38.80797,-122.7953,939.0,0.0,-90.0,0.0
1624,GDXB,NC,HNZ,--,100.0,"2019/02/22,00:00:00","3000/01/01,00:00:00",38.80797,-122.7953,939.0,0.0,-90.0,0.0
1625,GDXB,NC,LHE,--,1.0,"2019/02/22,00:00:00","3000/01/01,00:00:00",38.80797,-122.7953,939.0,0.0,0.0,90.0
1626,GDXB,NC,LHN,--,1.0,"2019/02/22,00:00:00","3000/01/01,00:00:00",38.80797,-122.7953,939.0,0.0,0.0,0.0
1627,GDXB,NC,LHZ,--,1.0,"2019/02/22,00:00:00","3000/01/01,00:00:00",38.80797,-122.7953,939.0,0.0,-90.0,0.0
1628,GFC,NC,EHZ,--,100.0,"2001/04/03,23:25:00","2020/03/18,22:53:00",39.32655,-122.28886,64.0,0.0,-90.0,0.0
1629,GFC,NC,EHZ,01,100.0,"2020/06/23,20:27:00","3000/01/01,00:00:00",39.32654,-122.28882,73.0,0.0,-90.0,0.0
1630,GFC,NC,HNE,01,100.0,"2020/06/23,20:27:00","3000/01/01,00:00:00",39.32654,-122.28882,73.0,0.0,0.0,90.0
1631,GFC,NC,HNN,01,100.0,"2020/06/23,20:27:00","3000/01/01,00:00:00",39.32654,-122.28882,73.0,0.0,0.0,0.0
1632,GFC,NC,HNZ,01,100.0,"2020/06/23,20:27:00","3000/01/01,00:00:00",39.32654,-122.28882,73.0,0.0,-90.0,0.0
1633,GFC,NC,SHZ,--,20.0,"2001/04/03,23:25:00","2006/01/24,18:00:00",39.32655,-122.28886,64.0,0.0,-90.0,0.0
1634,GGL,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1986/05/15,21:00:00",38.89667,-122.77634,893.0,0.0,-90.0,0.0
1635,GGP,NC,EHZ,01,100.0,"1984/01/01,00:00:00","1987/04/28,20:15:00",38.76427,-122.84528,1023.0,0.0,-90.0,0.0
1636,GGP,NC,EHZ,02,100.0,"1987/04/28,20:15:00","1987/05/01,00:00:00",38.76456,-122.84491,1023.0,0.0,-90.0,0.0
1637,GGP,NC,EHZ,02,100.0,"1987/05/01,00:00:00","1999/10/26,01:02:00",38.76456,-122.84491,1023.0,0.0,-90.0,0.0
1638,GGP,NC,EHZ,02,100.0,"1999/10/26,01:02:00","2005/05/19,18:25:00",38.76456,-122.84491,1023.0,0.0,-90.0,0.0
1639,GGP,NC,ELZ,02,100.0,"1989/03/01,22:00:00","1990/03/01,20:30:00",38.76456,-122.84491,1023.0,0.0,-90.0,0.0
1640,GGP,NC,ELZ,02,100.0,"1990/03/01,20:30:00","2005/05/19,18:25:00",38.76456,-122.84491,1023.0,0.0,-90.0,0.0
1641,GGP,NC,SHZ,02,20.0,"1994/11/28,00:00:00","1999/10/26,01:02:00",38.76456,-122.84491,1023.0,0.0,-90.0,0.0
1642,GGP,NC,SHZ,02,20.0,"1999/10/26,01:02:00","2005/05/19,18:25:00",38.76456,-122.84491,1023.0,0.0,-90.0,0.0
1643,GGP,NC,SLZ,02,20.0,"1994/11/28,00:00:00","2005/05/19,18:25:00",38.76456,-122.84491,1023.0,0.0,-90.0,0.0
1644,GGPB,NC,EHZ,--,100.0,"2006/05/25,01:15:00","2019/08/27,20:03:00",38.7644,-122.84518,1047.0,0.0,-90.0,0.0
1645,GGPB,NC,ELZ,--,100.0,"2006/05/25,01:15:00","2011/08/16,23:03:00",38.7644,-122.84518,1047.0,0.0,-90.0,0.0
1646,GGPC,NC,EHZ,01,100.0,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,-90.0,0.0
1647,GGPC,NC,GAN,01,0.0167,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,0.0
1648,GGPC,NC,GNS,01,0.0167,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,0.0
1649,GGPC,NC,GPL,01,0.0167,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,0.0
1650,GGPC,NC,GST,01,0.0167,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,0.0
1651,GGPC,NC,HNE,01,100.0,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,90.0
1652,GGPC,NC,HNN,01,100.0,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,0.0
1653,GGPC,NC,HNZ,01,100.0,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,-90.0,0.0
1654,GGPC,NC,LCE,01,0.0167,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,0.0
1655,GGPC,NC,LCQ,01,0.0167,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,0.0
1656,GGPC,NC,VCO,01,0.0167,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,0.0
1657,GGPC,NC,VDT,01,0.0167,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,0.0
1658,GGPC,NC,VEC,01,0.0167,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,0.0
1659,GGPC,NC,VEI,01,0.0167,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,0.0
1660,GGPC,NC,VPB,01,0.0167,"2019/07/24,00:00:00","3000/01/01,00:00:00",38.76877,-122.8465,918.0,0.0,0.0,0.0
1661,GGU,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.85639,-123.49817,645.0,0.0,-90.0,0.0
1662,GGU,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2019/08/27,20:03:00",38.85639,-123.49817,645.0,0.0,-90.0,0.0
1663,GGU,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",38.85639,-123.49817,645.0,0.0,-90.0,0.0
1664,GHC,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.60597,-123.19778,477.0,0.0,-90.0,0.0
1665,GHC,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2019/11/21,18:29:00",38.60597,-123.19778,477.0,0.0,-90.0,0.0
1666,GHC,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",38.60597,-123.19778,477.0,0.0,-90.0,0.0
1667,GHG,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",39.12813,-122.82448,871.0,0.0,-90.0,0.0
1668,GHG,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2019/01/31,21:39:00",39.12813,-122.82448,871.0,0.0,-90.0,0.0
1669,GHG,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",39.12813,-122.82448,871.0,0.0,-90.0,0.0
1670,GHGB,NC,EHZ,01,100.0,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,-90.0,0.0
1671,GHGB,NC,HNE,01,100.0,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,90.0
1672,GHGB,NC,HNN,01,100.0,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,0.0
1673,GHGB,NC,HNZ,01,100.0,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,-90.0,0.0
1674,GHGB,NC,LCE,01,1.0,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,0.0
1675,GHGB,NC,LCL,01,1.0,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,0.0
1676,GHGB,NC,LCQ,01,1.0,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,0.0
1677,GHGB,NC,LOG,01,1.0,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,0.0
1678,GHGB,NC,OCF,01,1.0,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,0.0
1679,GHGB,NC,VCO,01,0.1,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,0.0
1680,GHGB,NC,VEA,01,0.1,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,0.0
1681,GHGB,NC,VEC,01,0.1,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,0.0
1682,GHGB,NC,VEP,01,0.1,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,0.0
1683,GHGB,NC,VFP,01,0.1,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,0.0
1684,GHGB,NC,VKI,01,0.1,"2019/03/22,00:00:00","3000/01/01,00:00:00",39.12745,-122.82347,858.0,0.0,0.0,0.0
1685,GHL,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",39.04063,-123.01944,943.0,0.0,-90.0,0.0
1686,GHL,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2020/08/19,18:31:00",39.04063,-123.01944,943.0,0.0,-90.0,0.0
1687,GHL,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",39.04063,-123.01944,943.0,0.0,-90.0,0.0
1688,GHM,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",39.49545,-122.93096,1456.0,0.0,-90.0,0.0
1689,GHM,NC,EHZ,--,100.0,"1987/05/01,00:00:00","3000/01/01,00:00:00",39.49545,-122.93096,1456.0,0.0,-90.0,0.0
1690,GHM,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",39.49545,-122.93096,1456.0,0.0,-90.0,0.0
1691,GHO,NC,EHZ,--,100.0,"1989/07/12,20:30:00","2019/04/30,19:16:00",39.04446,-123.54109,671.0,0.0,-90.0,0.0
1692,GHO,NC,EHZ,01,100.0,"2019/06/25,00:00:00","3000/01/01,00:00:00",39.04446,-123.54109,671.0,0.0,-90.0,0.0
1693,GHO,NC,HNE,01,100.0,"2019/06/25,00:00:00","3000/01/01,00:00:00",39.04446,-123.54109,671.0,0.0,0.0,90.0
1694,GHO,NC,HNN,01,100.0,"2019/06/25,00:00:00","3000/01/01,00:00:00",39.04446,-123.54109,671.0,0.0,0.0,0.0
1695,GHO,NC,HNZ,01,100.0,"2019/06/25,00:00:00","3000/01/01,00:00:00",39.04446,-123.54109,671.0,0.0,-90.0,0.0
1696,GHO,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",39.04446,-123.54109,671.0,0.0,-90.0,0.0
1697,GHV,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1986/04/22,20:30:00",39.08531,-122.73586,1025.0,0.0,-90.0,0.0
1698,GHV,NC,EHZ,--,100.0,"1986/04/22,20:30:00","1987/05/01,00:00:00",39.08531,-122.73586,1025.0,0.0,-90.0,0.0
1699,GHV,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2004/11/19,18:04:00",39.08531,-122.73586,1025.0,0.0,-90.0,0.0
1700,GHV,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2004/11/19,18:04:00",39.08531,-122.73586,1025.0,0.0,-90.0,0.0
1701,GMC,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.79287,-123.12791,421.0,0.0,-90.0,0.0
1702,GMC,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1999/06/02,23:59:00",38.79287,-123.12791,421.0,0.0,-90.0,0.0
1703,GMC,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1999/06/02,23:59:00",38.79287,-123.12791,421.0,0.0,-90.0,0.0
1704,GMK,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.96955,-122.78773,904.0,0.0,-90.0,0.0
1705,GMK,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2020/10/05,23:07:00",38.96955,-122.78773,904.0,0.0,-90.0,0.0
1706,GMK,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",38.96955,-122.78773,904.0,0.0,-90.0,0.0
1707,GMM,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1986/02/27,19:20:00",38.83817,-122.79884,963.0,0.0,-90.0,0.0
1708,GMO,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.71017,-123.14317,802.0,0.0,-90.0,0.0
1709,GMO,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1994/09/29,18:30:00",38.71017,-123.14317,802.0,0.0,-90.0,0.0
1710,GMR,NC,EHZ,01,100.0,"2016/12/21,00:00:00","3000/01/01,00:00:00",39.13317,-123.46788,370.0,0.0,-90.0,0.0
1711,GMR,NC,HNE,01,100.0,"2016/12/21,00:00:00","3000/01/01,00:00:00",39.13317,-123.46788,370.0,0.0,0.0,90.0
1712,GMR,NC,HNN,01,100.0,"2016/12/21,00:00:00","3000/01/01,00:00:00",39.13317,-123.46788,370.0,0.0,0.0,0.0
1713,GMR,NC,HNZ,01,100.0,"2016/12/21,00:00:00","3000/01/01,00:00:00",39.13317,-123.46788,370.0,0.0,-90.0,0.0
1714,GNA,NC,EHZ,01,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",39.1975,-123.63203,318.0,0.0,-90.0,0.0
1715,GNA,NC,EHZ,01,100.0,"1987/05/01,00:00:00","1991/07/01,21:00:00",39.1975,-123.63203,318.0,0.0,-90.0,0.0
1716,GNA,NC,EHZ,01,100.0,"1991/07/01,21:00:00","1991/08/20,20:45:00",39.1975,-123.63203,318.0,0.0,-90.0,0.0
1717,GNA,NC,EHZ,01,100.0,"1991/08/20,20:45:00","2001/11/28,20:55:00",39.1975,-123.63203,318.0,0.0,-90.0,0.0
1718,GNA,NC,EHZ,02,100.0,"2001/11/28,20:55:00","2019/04/30,19:58:00",39.19738,-123.63181,333.0,0.0,-90.0,0.0
