,station,network,channel,location,rate,start_time,end_time,latitude,longitude,elevation,depth,dip,azimuth
0,AAR,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",39.27594,-121.02696,911.0,0.0,-90.0,0.0
1,AAR,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2006/01/04,19:19:00",39.27594,-121.02696,911.0,0.0,-90.0,0.0
2,AAR,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/04,19:19:00",39.27594,-121.02696,911.0,0.0,-90.0,0.0
3,AAS,NC,EHZ,--,100.0,"1984/11/27,18:45:00","1987/05/01,00:00:00",38.43014,-121.10959,31.0,0.0,-90.0,0.0
4,AAS,NC,EHZ,--,100.0,"1987/05/01,00:00:00","3000/01/01,00:00:00",38.43014,-121.10959,31.0,0.0,-90.0,0.0
5,AAS,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",38.43014,-121.10959,31.0,0.0,-90.0,0.0
6,ABJ,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",39.16577,-121.19299,434.0,0.0,-90.0,0.0
7,ABJ,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1992/11/10,20:00:00",39.16577,-121.19299,434.0,0.0,-90.0,0.0
8,ABJ,NC,EHZ,--,100.0,"1992/11/10,20:00:00","2019/06/26,19:17:00",39.16577,-121.19299,434.0,0.0,-90.0,0.0
9,ABJ,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",39.16577,-121.19299,434.0,0.0,-90.0,0.0
10,ABR,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",39.13813,-121.48817,-1.0,0.0,-90.0,0.0
11,ABR,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1997/08/04,21:02:00",39.13813,-121.48817,-1.0,0.0,-90.0,0.0
12,ABR,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1997/08/04,21:02:00",39.13813,-121.48817,-1.0,0.0,-90.0,0.0
13,ADW,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.43896,-120.84938,228.0,0.0,-90.0,0.0
14,ADW,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2006/04/20,01:08:00",38.43896,-120.84938,228.0,0.0,-90.0,0.0
15,ADW,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/04/20,01:08:00",38.43896,-120.84938,228.0,0.0,-90.0,0.0
16,AFD,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1984/04/23,21:00:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
17,AFD,NC,EHZ,--,100.0,"1984/04/23,21:00:00","1986/03/20,17:30:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
18,AFD,NC,EHZ,--,100.0,"1986/03/20,17:30:00","1986/12/13,22:20:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
19,AFD,NC,EHZ,--,100.0,"1986/12/13,22:20:00","1987/05/01,00:00:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
20,AFD,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2007/05/22,20:40:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
21,AFD,NC,HHE,--,100.0,"2008/06/05,16:29:00","2010/08/11,19:30:00",38.94596,-120.96897,505.0,0.0,0.0,0.0
22,AFD,NC,HHE,--,100.0,"2010/08/11,19:30:00","2019/04/09,21:00:00",38.94596,-120.96897,505.0,0.0,0.0,90.0
23,AFD,NC,HHE,--,100.0,"2019/04/09,21:00:00","2019/12/30,19:29:00",38.94596,-120.96897,505.0,0.0,0.0,90.0
24,AFD,NC,HHE,--,100.0,"2019/12/30,19:29:00","2021/03/25,20:35:00",38.94596,-120.96897,505.0,0.0,0.0,0.0
25,AFD,NC,HHE,--,100.0,"2021/03/25,20:35:00","3000/01/01,00:00:00",38.94596,-120.96897,505.0,0.0,0.0,90.0
26,AFD,NC,HHN,--,100.0,"2008/06/05,16:29:00","2010/08/11,19:30:00",38.94596,-120.96897,505.0,0.0,0.0,270.0
27,AFD,NC,HHN,--,100.0,"2010/08/11,19:30:00","2019/04/09,21:00:00",38.94596,-120.96897,505.0,0.0,0.0,0.0
28,AFD,NC,HHN,--,100.0,"2019/04/09,21:00:00","2019/12/30,19:29:00",38.94596,-120.96897,505.0,0.0,0.0,0.0
29,AFD,NC,HHN,--,100.0,"2019/12/30,19:29:00","2021/03/25,20:35:00",38.94596,-120.96897,505.0,0.0,0.0,270.0
30,AFD,NC,HHN,--,100.0,"2021/03/25,20:35:00","3000/01/01,00:00:00",38.94596,-120.96897,505.0,0.0,0.0,0.0
31,AFD,NC,HHZ,--,100.0,"2008/06/05,16:29:00","2019/04/09,21:00:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
32,AFD,NC,HHZ,--,100.0,"2019/04/09,21:00:00","2019/12/30,19:29:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
33,AFD,NC,HHZ,--,100.0,"2019/12/30,19:29:00","3000/01/01,00:00:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
34,AFD,NC,HNE,--,100.0,"2008/06/05,16:29:00","2019/04/09,21:00:00",38.94596,-120.96897,505.0,0.0,0.0,90.0
35,AFD,NC,HNE,--,100.0,"2019/04/09,21:00:00","3000/01/01,00:00:00",38.94596,-120.96897,505.0,0.0,0.0,90.0
36,AFD,NC,HNN,--,100.0,"2008/06/05,16:29:00","2019/04/09,21:00:00",38.94596,-120.96897,505.0,0.0,0.0,0.0
37,AFD,NC,HNN,--,100.0,"2019/04/09,21:00:00","3000/01/01,00:00:00",38.94596,-120.96897,505.0,0.0,0.0,0.0
38,AFD,NC,HNZ,--,100.0,"2008/06/05,16:29:00","2019/04/09,21:00:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
39,AFD,NC,HNZ,--,100.0,"2019/04/09,21:00:00","3000/01/01,00:00:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
40,AFD,NC,LHE,--,1.0,"2019/04/09,21:00:00","2019/12/30,19:29:00",38.94596,-120.96897,505.0,0.0,0.0,90.0
41,AFD,NC,LHE,--,1.0,"2019/12/30,19:29:00","2021/03/25,20:35:00",38.94596,-120.96897,505.0,0.0,0.0,0.0
42,AFD,NC,LHE,--,1.0,"2021/03/25,20:35:00","3000/01/01,00:00:00",38.94596,-120.96897,505.0,0.0,0.0,90.0
43,AFD,NC,LHN,--,1.0,"2019/04/09,21:00:00","2019/12/30,19:29:00",38.94596,-120.96897,505.0,0.0,0.0,0.0
44,AFD,NC,LHN,--,1.0,"2019/12/30,19:29:00","2021/03/25,20:35:00",38.94596,-120.96897,505.0,0.0,0.0,270.0
45,AFD,NC,LHN,--,1.0,"2021/03/25,20:35:00","3000/01/01,00:00:00",38.94596,-120.96897,505.0,0.0,0.0,0.0
46,AFD,NC,LHZ,--,1.0,"2019/04/09,21:00:00","2019/12/30,19:29:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
47,AFD,NC,LHZ,--,1.0,"2019/12/30,19:29:00","3000/01/01,00:00:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
48,AFD,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",38.94596,-120.96897,505.0,0.0,-90.0,0.0
49,AFH,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",39.03995,-120.79501,1039.0,0.0,-90.0,0.0
50,AFH,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2006/01/04,19:27:00",39.03995,-120.79501,1039.0,0.0,-90.0,0.0
51,AFH,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/04,19:27:00",39.03995,-120.79501,1039.0,0.0,-90.0,0.0
52,AFO,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1984/04/23,00:00:00",38.94483,-120.96833,524.0,0.0,-90.0,0.0
53,AFR,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.79221,-121.34927,10.0,0.0,-90.0,0.0
54,AFR,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1988/05/19,21:30:00",38.79221,-121.34927,10.0,0.0,-90.0,0.0
55,AFR,NC,EHZ,--,100.0,"1988/05/19,21:30:00","1988/06/09,22:42:00",38.79221,-121.34927,10.0,0.0,-90.0,0.0
56,AFR,NC,EHZ,--,100.0,"1988/06/09,22:42:00","1996/05/14,19:00:00",38.79221,-121.34927,10.0,0.0,-90.0,0.0
57,AFR,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1996/05/14,19:00:00",38.79221,-121.34927,10.0,0.0,-90.0,0.0
58,AGI,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1985/12/06,23:59:00",38.84467,-120.98133,305.0,0.0,-90.0,0.0
59,AHR,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1985/05/16,19:50:00",38.85484,-121.07204,349.0,0.0,-90.0,0.0
60,AHR,NC,EHZ,--,100.0,"1985/05/16,19:50:00","1987/05/01,00:00:00",38.85484,-121.07204,349.0,0.0,-90.0,0.0
61,AHR,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2004/08/04,20:00:00",38.85484,-121.07204,349.0,0.0,-90.0,0.0
62,AHR,NC,EHZ,--,100.0,"2004/08/04,20:00:00","2005/05/04,16:33:00",38.85484,-121.07204,349.0,0.0,-90.0,0.0
63,AHR,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2004/08/04,20:00:00",38.85484,-121.07204,349.0,0.0,-90.0,0.0
64,AHR,NC,SHZ,--,20.0,"2004/08/04,20:00:00","2005/05/04,16:33:00",38.85484,-121.07204,349.0,0.0,-90.0,0.0
65,ALA,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1986/10/14,22:20:00",38.5671,-120.95693,263.0,0.0,-90.0,0.0
66,ALA,NC,EHZ,--,100.0,"1986/10/14,22:20:00","1987/05/01,00:00:00",38.5671,-120.95693,263.0,0.0,-90.0,0.0
67,ALA,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2006/04/20,17:20:00",38.5671,-120.95693,263.0,0.0,-90.0,0.0
68,ALA,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/04/20,17:20:00",38.5671,-120.95693,263.0,0.0,-90.0,0.0
69,ALN,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.92913,-121.28704,27.0,0.0,-90.0,0.0
70,ALN,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2005/05/25,21:10:00",38.92913,-121.28704,27.0,0.0,-90.0,0.0
71,ALN,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2005/05/25,21:10:00",38.92913,-121.28704,27.0,0.0,-90.0,0.0
72,AOD,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.61472,-120.73023,504.0,0.0,-90.0,0.0
73,AOD,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2006/04/20,18:00:00",38.61472,-120.73023,504.0,0.0,-90.0,0.0
74,AOD,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/04/20,18:00:00",38.61472,-120.73023,504.0,0.0,-90.0,0.0
75,AOH,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1984/02/22,20:25:00",39.37627,-121.25767,410.0,0.0,-90.0,0.0
76,AOH,NC,EHZ,--,100.0,"1984/02/22,20:25:00","1984/03/21,22:10:00",39.37627,-121.25767,410.0,0.0,-90.0,0.0
77,AOH,NC,EHZ,--,100.0,"1984/03/21,22:10:00","1985/07/15,18:00:00",39.37627,-121.25767,410.0,0.0,-90.0,0.0
78,AOH,NC,EHZ,--,100.0,"1985/07/15,18:00:00","1986/07/18,18:00:00",39.37627,-121.25767,410.0,0.0,-90.0,0.0
79,AOH,NC,EHZ,--,100.0,"1986/07/18,18:00:00","1987/05/01,00:00:00",39.37627,-121.25767,410.0,0.0,-90.0,0.0
80,AOH,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2019/06/20,18:43:00",39.37627,-121.25767,410.0,0.0,-90.0,0.0
81,AOH,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",39.37627,-121.25767,410.0,0.0,-90.0,0.0
82,APG,NC,EHZ,--,100.0,"1996/07/10,17:40:00","2004/08/05,19:00:00",38.79265,-121.35859,2.0,0.0,-90.0,0.0
83,APG,NC,SHZ,--,20.0,"1996/07/10,17:40:00","2004/08/05,19:00:00",38.79265,-121.35859,2.0,0.0,-90.0,0.0
84,APR,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1985/04/03,19:35:00",38.87703,-121.21823,113.0,0.0,-90.0,0.0
85,APR,NC,EHZ,--,100.0,"1985/04/03,19:35:00","1987/05/01,00:00:00",38.87703,-121.21823,113.0,0.0,-90.0,0.0
86,APR,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2006/01/04,19:19:00",38.87703,-121.21823,113.0,0.0,-90.0,0.0
87,APR,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/04,19:19:00",38.87703,-121.21823,113.0,0.0,-90.0,0.0
88,ARJ,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.68626,-120.9576,437.0,0.0,-90.0,0.0
89,ARJ,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2006/04/20,22:15:00",38.68626,-120.9576,437.0,0.0,-90.0,0.0
90,ARJ,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/04/20,22:15:00",38.68626,-120.9576,437.0,0.0,-90.0,0.0
91,ARR,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1984/10/01,17:45:00",38.76499,-121.17245,100.0,0.0,-90.0,0.0
92,ARR,NC,EHZ,--,100.0,"1984/10/01,17:45:00","1987/05/01,00:00:00",38.76499,-121.17245,100.0,0.0,-90.0,0.0
93,ARR,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1988/06/02,21:40:00",38.76499,-121.17245,100.0,0.0,-90.0,0.0
94,ARR,NC,EHZ,--,100.0,"1988/06/02,21:40:00","2007/05/22,20:40:00",38.76499,-121.17245,100.0,0.0,-90.0,0.0
95,ARR,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",38.76499,-121.17245,100.0,0.0,-90.0,0.0
96,ARW,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1984/12/06,19:20:00",38.95633,-121.16217,320.0,0.0,-90.0,0.0
97,ASM,NC,EHZ,--,100.0,"1984/12/03,19:20:00","1985/01/08,22:15:00",38.82379,-120.685,1160.0,0.0,-90.0,0.0
98,ASM,NC,EHZ,--,100.0,"1985/01/08,22:15:00","1987/05/01,00:00:00",38.82379,-120.685,1160.0,0.0,-90.0,0.0
99,ASM,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2003/01/30,18:15:00",38.82379,-120.685,1160.0,0.0,-90.0,0.0
100,ASM,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2003/01/30,18:15:00",38.82379,-120.685,1160.0,0.0,-90.0,0.0
101,ASMB,NC,EHZ,--,100.0,"2010/06/22,23:49:00","3000/01/01,00:00:00",38.82365,-120.68499,1182.0,0.0,-90.0,0.0
102,AVR,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",39.02431,-121.27188,95.0,0.0,-90.0,0.0
103,AVR,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2007/05/22,20:40:00",39.02431,-121.27188,95.0,0.0,-90.0,0.0
104,AVR,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",39.02431,-121.27188,95.0,0.0,-90.0,0.0
105,BAP,NC,EHZ,--,100.0,"1985/06/27,17:27:00","1987/05/01,00:00:00",36.18042,-121.6444,1193.0,0.0,-90.0,0.0
106,BAP,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1991/12/17,20:00:00",36.18042,-121.6444,1193.0,0.0,-90.0,0.0
107,BAP,NC,EHZ,--,100.0,"1991/12/17,20:00:00","1994/03/01,23:00:00",36.18042,-121.6444,1193.0,0.0,-90.0,0.0
108,BAP,NC,EHZ,--,100.0,"1994/03/01,23:00:00","2004/01/23,01:00:00",36.18042,-121.6444,1193.0,0.0,-90.0,0.0
109,BAP,NC,EHZ,--,100.0,"2011/07/08,17:04:00","3000/01/01,00:00:00",36.18042,-121.6444,1193.0,0.0,-90.0,0.0
110,BAP,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2004/01/22,22:00:00",36.18042,-121.6444,1193.0,0.0,-90.0,0.0
111,BAP,NC,SHZ,--,50.0,"2004/01/22,22:00:00","2011/07/08,17:04:00",36.18042,-121.6444,1193.0,0.0,-90.0,0.0
112,BAV,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",36.64595,-121.03015,572.0,0.0,-90.0,0.0
113,BAV,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1990/03/23,21:35:00",36.64595,-121.03015,572.0,0.0,-90.0,0.0
114,BAV,NC,EHZ,--,100.0,"1990/03/23,21:35:00","1999/12/15,23:00:00",36.64595,-121.03015,572.0,0.0,-90.0,0.0
115,BAV,NC,EHZ,--,100.0,"1999/12/15,23:00:00","2004/01/16,01:06:00",36.64595,-121.03015,572.0,0.0,-90.0,0.0
116,BAV,NC,EHZ,--,100.0,"2004/01/16,01:06:00","2020/06/01,18:40:00",36.64595,-121.03015,572.0,0.0,-90.0,0.0
117,BAV,NC,ELE,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",36.64595,-121.03015,572.0,0.0,0.0,90.0
118,BAV,NC,ELE,--,100.0,"1987/05/01,00:00:00","2011/02/18,21:28:00",36.64595,-121.03015,572.0,0.0,0.0,90.0
119,BAV,NC,ELN,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",36.64595,-121.03015,572.0,0.0,0.0,0.0
120,BAV,NC,ELN,--,100.0,"1987/05/01,00:00:00","2011/02/18,21:28:00",36.64595,-121.03015,572.0,0.0,0.0,0.0
121,BAV,NC,ELZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",36.64595,-121.03015,572.0,0.0,-90.0,0.0
122,BAV,NC,ELZ,--,100.0,"1987/05/01,00:00:00","1990/03/23,21:35:00",36.64595,-121.03015,572.0,0.0,-90.0,0.0
123,BAV,NC,ELZ,--,100.0,"1990/03/23,21:35:00","2011/02/18,21:28:00",36.64595,-121.03015,572.0,0.0,-90.0,0.0
124,BAV,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1999/12/15,23:00:00",36.64595,-121.03015,572.0,0.0,-90.0,0.0
125,BAV,NC,SHZ,--,20.0,"1999/12/15,23:00:00","2004/01/16,01:06:00",36.64595,-121.03015,572.0,0.0,-90.0,0.0
126,BAV,NC,SHZ,--,20.0,"2004/01/16,01:06:00","2006/01/24,18:00:00",36.64595,-121.03015,572.0,0.0,-90.0,0.0
127,BAV,NC,SLE,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.64595,-121.03015,572.0,0.0,0.0,90.0
128,BAV,NC,SLN,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.64595,-121.03015,572.0,0.0,0.0,0.0
129,BAV,NC,SLZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.64595,-121.03015,572.0,0.0,-90.0,0.0
130,BBG,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",36.57796,-121.03918,1065.0,0.0,-90.0,0.0
131,BBG,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1988/02/26,23:30:00",36.57796,-121.03918,1065.0,0.0,-90.0,0.0
132,BBG,NC,EHZ,--,100.0,"1988/02/26,23:30:00","2007/06/05,21:00:00",36.57796,-121.03918,1065.0,0.0,-90.0,0.0
133,BBG,NC,EHZ,--,100.0,"2007/06/05,21:00:00","2008/06/10,19:45:00",36.57796,-121.03918,1065.0,0.0,-90.0,0.0
134,BBG,NC,EHZ,--,100.0,"2008/06/10,19:45:00","2008/06/30,17:09:00",36.57796,-121.03918,1065.0,0.0,-90.0,0.0
135,BBG,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.57796,-121.03918,1065.0,0.0,-90.0,0.0
136,BBGB,NC,HHE,--,100.0,"2008/06/27,20:52:00","2019/04/10,19:00:00",36.57848,-121.03957,1089.0,0.0,0.0,90.0
137,BBGB,NC,HHE,--,100.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,0.0,90.0
138,BBGB,NC,HHN,--,100.0,"2008/06/27,20:52:00","2019/04/10,19:00:00",36.57848,-121.03957,1089.0,0.0,0.0,0.0
139,BBGB,NC,HHN,--,100.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,0.0,0.0
140,BBGB,NC,HHZ,--,100.0,"2008/06/27,20:52:00","2019/04/10,19:00:00",36.57848,-121.03957,1089.0,0.0,-90.0,0.0
141,BBGB,NC,HHZ,--,100.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,-90.0,0.0
142,BBGB,NC,HNE,--,100.0,"2008/06/27,20:52:00","2019/04/10,19:00:00",36.57848,-121.03957,1089.0,0.0,0.0,90.0
143,BBGB,NC,HNE,--,100.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,0.0,90.0
144,BBGB,NC,HNN,--,100.0,"2008/06/27,20:52:00","2019/04/10,19:00:00",36.57848,-121.03957,1089.0,0.0,0.0,0.0
145,BBGB,NC,HNN,--,100.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,0.0,0.0
146,BBGB,NC,HNZ,--,100.0,"2008/06/27,20:52:00","2019/04/10,19:00:00",36.57848,-121.03957,1089.0,0.0,-90.0,0.0
147,BBGB,NC,HNZ,--,100.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,-90.0,0.0
148,BBGB,NC,LHE,--,1.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,0.0,90.0
149,BBGB,NC,LHN,--,1.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,0.0,0.0
150,BBGB,NC,LHZ,--,1.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,-90.0,0.0
151,BBN,NC,EHZ,01,100.0,"1984/01/01,00:00:00","1986/04/11,22:15:00",36.51,-121.0755,412.0,0.0,-90.0,0.0
152,BBN,NC,EHZ,02,100.0,"1986/04/11,22:15:00","1987/05/01,00:00:00",36.51,-121.0755,412.0,0.0,-90.0,0.0
153,BBN,NC,EHZ,02,100.0,"1987/05/01,00:00:00","1988/01/26,22:01:00",36.51,-121.0755,412.0,0.0,-90.0,0.0
154,BBN,NC,EHZ,02,100.0,"1988/01/26,22:01:00","1988/07/08,19:40:00",36.51,-121.0755,412.0,0.0,-90.0,0.0
155,BBN,NC,EHZ,03,100.0,"1988/07/08,19:40:00","2020/06/01,18:40:00",36.50953,-121.07709,412.0,0.0,-90.0,0.0
156,BBN,NC,SHZ,03,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.50953,-121.07709,412.0,0.0,-90.0,0.0
157,BCC,NC,EHZ,01,100.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,-90.0,0.0
158,BCC,NC,HNE,01,100.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,90.0
159,BCC,NC,HNN,01,100.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
160,BCC,NC,HNZ,01,100.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,-90.0,0.0
161,BCC,NC,LCE,01,1.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
162,BCC,NC,LCL,01,1.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
163,BCC,NC,LCQ,01,1.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
164,BCC,NC,LOG,01,1.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
165,BCC,NC,OCF,01,1.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
166,BCC,NC,VCO,01,0.1,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
167,BCC,NC,VEA,01,0.1,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
168,BCC,NC,VEC,01,0.1,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
169,BCC,NC,VEP,01,0.1,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
170,BCC,NC,VFP,01,0.1,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
171,BCC,NC,VKI,01,0.1,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
172,BCG,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1984/12/18,23:00:00",36.70962,-121.34284,250.0,0.0,-90.0,0.0
173,BCG,NC,EHZ,--,100.0,"1984/12/18,23:00:00","1985/04/24,19:55:00",36.70962,-121.34284,250.0,0.0,-90.0,0.0
174,BCG,NC,EHZ,--,100.0,"1985/04/24,19:55:00","1987/05/01,00:00:00",36.70962,-121.34284,250.0,0.0,-90.0,0.0
175,BCG,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2020/06/01,18:40:00",36.70962,-121.34284,250.0,0.0,-90.0,0.0
176,BCG,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.70962,-121.34284,250.0,0.0,-90.0,0.0
177,BCW,NC,EHZ,--,100.0,"1985/06/28,18:39:00","1987/05/01,00:00:00",36.30648,-121.56688,1505.0,0.0,-90.0,0.0
178,BCW,NC,EHZ,--,100.0,"1987/05/01,00:00:00","3000/01/01,00:00:00",36.30648,-121.56688,1505.0,0.0,-90.0,0.0
179,BCW,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.30648,-121.56688,1505.0,0.0,-90.0,0.0
180,BEH,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",36.6648,-121.17539,334.0,0.0,-90.0,0.0
181,BEH,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2020/06/01,18:40:00",36.6648,-121.17539,334.0,0.0,-90.0,0.0
182,BEH,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.6648,-121.17539,334.0,0.0,-90.0,0.0
183,BEM,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",36.66107,-121.09679,464.0,0.0,-90.0,0.0
184,BEM,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2020/06/01,18:40:00",36.66107,-121.09679,464.0,0.0,-90.0,0.0
185,BEM,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.66107,-121.09679,464.0,0.0,-90.0,0.0
